model_number,part_number,description,classification,series,canopy_color,frame_color,carrier_type,shipping_dims,carton_1_width,carton_1_depth,carton_1_height,product_weight_lb,pallet_weight_lb,total_product_pallet_weight_lb,location,inventory,ships_via,stock_status,warehouse_category,missing_fields,last_updated,source_file_name,source_sheet_name,source_row_number,record_key,match_key,source_classification,manual_classification,review_needed,review_notes,item_type,series_code,source_status,department,unit,oem,brand,cost,gross_weight_lb,cubic_feet,pallet_size,retail,q3_2025_retail,specs,pictures,notes,notes2
ZDA-BMB-R1,ZDA-BMB-R1,PN Series Polcarbonate Wall Bracket - Black,Parts,Polycarbonate Nylon,BLACK,,UPS / USPS / FedEx,,,,,,0,0,,37,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,461,ZDA-BMB-R1,ZDA-BMB-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Bracket,PN,Active,Accessory,ea,Z-ACCOR,,438.17,,0,,49.99,,PN Series Polcarbonate Wall Bracket - BLACK,,Dual Right/Left,Dual Right/Left
ZDA-BOX-A4,ZDA-BOX-A4,PA Series Da4735 Outer Box,Shipping,Polycarbonate Aluminum,,,N/A,,,,,,,0,,68,"Carton 920g & m2, 2-ply AB & F, thickness 6.5~7mm, Hardness K",In Stock,Parts,canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,462,ZDA-BOX-A4,ZDA-BOX-A4,Shipping,false,true,"Missing: canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Carton,PA,Active,Accessory,SET,Z-ACCOR,,274.99,,0,,,,PA Series DA4735 Outer Box,,,
ZDA-BOX-A5,ZDA-BOX-A5,PA Series Da5935 Outer Box,Shipping,Polycarbonate Aluminum,,,N/A,,,,,,,0,,35,"Carton 920g & m2, 2-ply AB & F, thickness 6.5~7mm, Hardness K",In Stock,Parts,canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,463,ZDA-BOX-A5,ZDA-BOX-A5,Shipping,false,true,"Missing: canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Carton,PA,Active,Accessory,SET,Z-ACCOR,,200.09,,0,,,,PA Series DA5935 Outer Box,,,
ZDA-BOX-A7,ZDA-BOX-A7,PA Series Da7935 Outer Box,Shipping,Polycarbonate Aluminum,,,N/A,,,,,,,0,,10,"Carton 920g & m2, 2-ply AB & F, thickness 6.5~7mm, Hardness K",In Stock,Parts,canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,464,ZDA-BOX-A7,ZDA-BOX-A7,Shipping,false,true,"Missing: canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Carton,PA,Active,Accessory,SET,Z-ACCOR,,251.45,,0,,,,PA Series DA7935 Outer Box,,,
ZDA-BOX-A9,ZDA-BOX-A9,PA Series Da9435 Outer Box,Shipping,Polycarbonate Aluminum,,,N/A,,,,,,,0,,10,"Carton 920g & m2, 2-ply AB & F, thickness 6.5~7mm, Hardness K",In Stock,Parts,canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,465,ZDA-BOX-A9,ZDA-BOX-A9,Shipping,false,true,"Missing: canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Carton,PA,Active,Accessory,SET,Z-ACCOR,,103.79,,0,,,,PA Series DA9435 Outer Box,,,
ZDA-BOX-N4,ZDA-BOX-N4,PN Series Da4731 Outer Box,Shipping,Polycarbonate Nylon,,,N/A,,,,,,,0,,30,"Carton 920g & m2, 2-ply AB & F, thickness 6.5~7mm, Hardness K",In Stock,Parts,canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,466,ZDA-BOX-N4,ZDA-BOX-N4,Shipping,false,true,"Missing: canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Carton,PN,Active,Accessory,SET,Z-ACCOR,,486.85,,0,,,,PN Series DA4731 Outer Box,,,
ZDA-BOX-N5,ZDA-BOX-N5,PN Series Da5531 Outer Box,Shipping,Polycarbonate Nylon,,,N/A,,,,,,,0,,23,"Carton 920g & m2, 2-ply AB & F, thickness 6.5~7mm, Hardness K",In Stock,Parts,canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,467,ZDA-BOX-N5,ZDA-BOX-N5,Shipping,false,true,"Missing: canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Carton,PN,Active,Accessory,SET,Z-ACCOR,,47.62,,0,,,,PN Series DA5531 Outer Box,,,
ZDA-BSC-R1,ZDA-BSC-R1,PN & PS Series Finishing Screw Cover & Cap - Black,Parts,Polycarbonate Nylon & Steel,BLACK,,UPS / USPS / FedEx,,,,,,0,0,,161,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,468,ZDA-BSC-R1,ZDA-BSC-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",End Cap,PN,Active,Accessory,ea,Z-ACCOR,,53.49,,0,,3.99,,"PN, PS Series Finishing Screw Cover/Cap - BLACK",,,
ZDA-BSS-CG,ZDA-BSS-CG,PS Series Bracket Securing Screws,Parts,Polycarbonate Steel,SLIVER,,UPS / USPS / FedEx,,,,,,,0,,35,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,469,ZDA-BSS-CG,ZDA-BSS-CG,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bracket,PS,Active,Accessory,ea,Z-ACCOR,,4.82,,0,,1.5,,PS Series Bracket Securing Screws,,,
ZDA-BSS-R1,ZDA-BSS-R1,PN Series Bracket Screw,Parts,Polycarbonate Nylon,SS,,UPS / USPS / FedEx,,,,,,0,0,,95,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,470,ZDA-BSS-R1,ZDA-BSS-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Bracket,PN,Active,Accessory,ea,Z-ACCOR,,,,0,,2.5,,PN Series Bracket Screw,,For Front and Rear Bar Connection,For Front & Rear Bar Connection
ZDA-CF7-CG,ZDA-CF7-CG,PS Series Cross Frame Bar (Rear & Center) For 79-Inch,Accessory,Polycarbonate Steel,CHGRY,,UPS / USPS / FedEx,,,,,,,0,,8,Common Carrier | Ground Advantage,In Stock,Accessories,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,471,ZDA-CF7-CG,ZDA-CF7-CG,Accessory,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Awning Cover,PS,Active,Accessory,ea,Z-ACCOR,,47.62,,0,,30,,PS Series Cross Frame Bar (Rear/Center) for 79-inch,,Aluminum 6063-T5,Aluminum 6063-T5
ZDA-CF9-CG,ZDA-CF9-CG,PS Series Cross Frame Bar (Rear & Center) For 94-Inch,Parts,Polycarbonate Steel,CHGRY,,UPS / USPS / FedEx,,,,,,,0,,4,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,472,ZDA-CF9-CG,ZDA-CF9-CG,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bar,PS,Active,Accessory,ea,Z-ACCOR,,53.49,,0,,37,,PS Series Cross Frame Bar (Rear/Center) for 94-inch,,Aluminum 6063-T5,Aluminum 6063-T5
ZDA-ECC-R1,ZDA-ECC-R1,GA Series Side Cover,Parts,Glass Awning,CHGRY,,UPS / USPS / FedEx,,,,,,0,0,,14,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,473,ZDA-ECC-R1,ZDA-ECC-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",End Cap,GA,Active,Accessory,ea,Z-ACCOR,,,,0,,32.99,,GA Series Side Cover,,Part J - End Cap,Part J - End Cap
ZDA-ECF-R1,ZDA-ECF-R1,GA Series Side Cover Foam,Parts,Glass Awning,,,UPS / USPS / FedEx,,,,,,0,0,,12,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,474,ZDA-ECF-R1,ZDA-ECF-R1,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Hardware,GA,Active,Accessory,ea,Z-ACCOR,,53.49,,0,,6.5,,GA Series Side Cover Foam,,Part I,Part I
ZDA-ESS-R1,ZDA-ESS-R1,GA Series Side Cover Screw,Parts,Glass Awning,SS,,UPS / USPS / FedEx,,,,,,0,0,,84,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,475,ZDA-ESS-R1,ZDA-ESS-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Hardware,GA,Active,Accessory,ea,Z-ACCOR,,,,0,,0.75,,GA Series Side Cover Screw,,Part K,Part K
ZDA-FG7-CG-L,ZDA-FG7-CG-L,PS Series Front Bar & Gutter (Left Side Side) For 79-Inch,Parts,Polycarbonate Steel,CHGRY,,UPS / USPS / FedEx,,,,,,,0,,3,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,476,ZDA-FG7-CG-L,ZDA-FG7-CG-L,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bar,PS,Active,Accessory,ea,Z-ACCOR,,,,0,,30,,PS Series Front Gutter (Left Side Side) for 79-inch,,Aluminum 6063-T5,Aluminum 6063-T5
ZDA-FG7-CG-R,ZDA-FG7-CG-R,PS Series Front Gutter (Right Side) For 79-Inch,Parts,Polycarbonate Steel,CHGRY,,UPS / USPS / FedEx,,,,,,,0,,3,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,477,ZDA-FG7-CG-R,ZDA-FG7-CG-R,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Hardware,PS,Active,Accessory,ea,Z-ACCOR,,,,0,,30,,PS Series Front Gutter (Right Side) for 79-inch,,Aluminum 6063-T5,Aluminum 6063-T5
ZDA-FG9-CG-L,ZDA-FG9-CG-L,PS Series Front Bar & Gutter (Left Side Side) For 94-Inch,Parts,Polycarbonate Steel,CHGRY,,UPS / USPS / FedEx,,,,,,,0,,2,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,478,ZDA-FG9-CG-L,ZDA-FG9-CG-L,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bar,PS,Active,Accessory,ea,Z-ACCOR,,,,0,,37,,PS Series Front Gutter (Left Side Side) for 94-inch,,Aluminum 6063-T5,Aluminum 6063-T5
ZDA-FG9-CG-R,ZDA-FG9-CG-R,PS Series Front Gutter (Right Side) For 94-Inch,Parts,Polycarbonate Steel,CHGRY,,UPS / USPS / FedEx,,,,,,,0,,2,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,479,ZDA-FG9-CG-R,ZDA-FG9-CG-R,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Hardware,PS,Active,Accessory,ea,Z-ACCOR,,,,0,,37,,PS Series Front Gutter (Right Side) for 94-inch,,Aluminum 6063-T5,Aluminum 6063-T5
ZDA-FGC-BL,ZDA-FGC-BL,PS Series Gutter Connector,Parts,Polycarbonate Steel,BLACK,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,480,ZDA-FGC-BL,ZDA-FGC-BL,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Plastic,PS,Active,Accessory,ea,Z-ACCOR,,,,0,,12,,PS Series Gutter Connector,,Plastic,Plastic
ZDA-FGE-BL-L,ZDA-FGE-BL-L,PS Series Gutter End Cap (Left Side),Parts,Polycarbonate Steel,BLACK,,UPS / USPS / FedEx,,,,,,,0,,4,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,481,ZDA-FGE-BL-L,ZDA-FGE-BL-L,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Plastic,PS,Active,Accessory,ea,Z-ACCOR,,4.27,,0,,12,,PS Series Gutter End Cap (Left Side),,Plastic,Plastic
ZDA-FGE-BL-R,ZDA-FGE-BL-R,PS Series Gutter End Cap (Right Side),Parts,Polycarbonate Steel,BLACK,,UPS / USPS / FedEx,,,,,,,0,,2,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,482,ZDA-FGE-BL-R,ZDA-FGE-BL-R,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Plastic,PS,Active,Accessory,ea,Z-ACCOR,,1.61,,0,,12,,PS Series Gutter End Cap (Right Side),,Plastic,Plastic
ZDA-FRS-R1,ZDA-FRS-R1,PA & PN Series Front & Back Rubber Seal & Gasket,Parts,Polycarbonate Aluminum & Nylon,,,UPS / USPS / FedEx,,,,,,0,0,,,USPS | Common Carrier | Ground Advantage | Padded Envelope,Review Needed,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,483,ZDA-FRS-R1,ZDA-FRS-R1,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Hardware,PA,Active,Accessory,ea,Z-ACCOR,,2.68,,0,,12,,PA and PN Series Front and Back Sealant,https://www.dropbox.com/s/7ffus4ybmfr64di/ZDA-FRS-R1%2C%20PA%20&%20PN%20Series%20Front%20&%20Back%20Sealant.png?dl=0,Sold by Piece - Cut to Size,Sold by Piece - Cut to Size
ZDA-GAR-R1,ZDA-GAR-R1,GA Series Rubber Strip,Parts,Glass Awning,,,UPS / USPS / FedEx,,,,,,0,0,,37,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,484,ZDA-GAR-R1,ZDA-GAR-R1,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Hardware,GA,Active,Accessory,ea,Z-ACCOR,,32.1,,0,,34.99,,GA Series Rubber Strip,,Part F - Cut to Size,Part F - Cut to Size
ZDA-GLS-R1,ZDA-GLS-R1,GA Series 4in. Lag & Washer,Parts,Glass Awning,SS,,UPS / USPS / FedEx,,,,,,0,0,,55,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,485,ZDA-GLS-R1,ZDA-GLS-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Hardware,GA,Active,Accessory,ea,Z-ACCOR,,39.59,,0,,2.75,,GA Series Lag Screw & Washer,,"For Wood Installs, Includes Lag Screw & Washer - 5/15x4""","For Wood Installs, Includes Lag Screw & Washer - 5/15x4"""
ZDA-GSS-CG,ZDA-GSS-CG,PS Series Gutter Securing Screws,Parts,Polycarbonate Steel,SLIVER,,UPS / USPS / FedEx,,,,,,,0,,28,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,486,ZDA-GSS-CG,ZDA-GSS-CG,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Hardware,PS,Active,Accessory,ea,Z-ACCOR,,35.3,,0,,1.5,,PS Series Gutter Securing Screws,,,
ZDA-PA4-CL-R1,ZDA-PA4-CL-R1,PA Series 47X35 Polycarbonate Sheet - Clear,Parts,Polycarbonate Aluminum,CLeaR,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,487,ZDA-PA4-CL-R1,ZDA-PA4-CL-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Polycarbonate,PA,Active,Accessory,ea,Z-ACCOR,,6.96,,0,,235,,PA Series 47x35 Polycarbonate Sheet - CLeaR,,"3mm Thick, With Pre-Drilled Holes","3mm Thick, With Pre-Drilled Holes"
,ZDA-PA4-DG-R1,PA Series 47x35 Polycarbonate Sheet - Dark Gray ( blackout),Parts,Polycarbonate Aluminum,DARK GRA,,,,,,,,,,,,,Review Needed,Parts,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,488,ZDA-PA4-DG-R1,ZDA-PA4-DG-R1,Parts,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Polycarbonate,PA,Active,Accessory,ea,Z-ACCOR,,0.8,,,,235,,PA Series 47x35 Polycarbonate Sheet - Dark Gray ( blackout),,"3mm Thick, With Pre-Drilled Holes",
ZDA-PA4-FS-R1,ZDA-PA4-FS-R1,PA Series 47X35 Polycarbonate Sheet - Frosted,Parts,Polycarbonate Aluminum,FROST,,UPS / USPS / FedEx,,,,,,,0,,5,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,489,ZDA-PA4-FS-R1,ZDA-PA4-FS-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Polycarbonate,PA,Active,Accessory,ea,Z-ACCOR,,32.1,,0,,235,,PA Series 47x35 Polycarbonate Sheet - FROSTED,,"3mm Thick, With Pre-Drilled Holes","3mm Thick, With Pre-Drilled Holes"
,ZDA-PA4-J1,"PA Series Polycarbonate Sheet 47x35 Inch, Clear; 3mm Thickne",Parts,Polycarbonate Aluminum,,,,,,,,,,,,,,Review Needed,Parts,canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,490,ZDA-PA4-J1,ZDA-PA4-J1,Parts,false,true,"Missing: canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Polycarbonate,PA,Active,Accessory,ea,,,32.1,,,,,,"PA Series Polycarbonate Sheet 47x35 Inch, Clear; 3mm Thickne",,100% Bayer virgin raw material polycarbonate solid sheet,
,ZDA-PA4-LG-R1,PA Series 47x35 Polycarbonate Sheet -Light Gray,Parts,Polycarbonate Aluminum,DARK GRA,,,,,,,,,,,,,Review Needed,Parts,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,491,ZDA-PA4-LG-R1,ZDA-PA4-LG-R1,Parts,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Polycarbonate,PA,Active,Accessory,ea,Z-ACCOR,,39.59,,,,235,,PA Series 47x35 Polycarbonate Sheet -Light Gray,,"3mm Thick, With Pre-Drilled Holes",
ZDA-PA4-TG-R1,ZDA-PA4-TG-R1,PA Series 47X35 Polycarbonate Sheet - Tinted Gray,Parts,Polycarbonate Aluminum,TINTED GRA,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,492,ZDA-PA4-TG-R1,ZDA-PA4-TG-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Polycarbonate,PA,Active,Accessory,ea,Z-ACCOR,,39.59,,0,,235,,PA Series 47x35 Polycarbonate Sheet - TINTED Gray,,"3mm Thick, With Pre-Drilled Holes","3mm Thick, With Pre-Drilled Holes"
ZDA-PA5-CL-R1,ZDA-PA5-CL-R1,PA Series 59X35 Polycarbonate Sheet - Clear,Parts,Polycarbonate Aluminum,CLeaR,,UPS / USPS / FedEx,,,,,,,0,,3,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,493,ZDA-PA5-CL-R1,ZDA-PA5-CL-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Polycarbonate,PA,Active,Accessory,ea,Z-ACCOR,,12.84,,0,,245,,PA Series 59x35 Polycarbonate Sheet - CLeaR,,"3mm Thick, With Pre-Drilled Holes","3mm Thick, With Pre-Drilled Holes"
,ZDA-PA5-DG-R1,PA Series 59x35 Polycarbonate Sheet - Dark Gray,Parts,Polycarbonate Aluminum,DARK Gray,,,,,,,,,,,,,Review Needed,Parts,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,494,ZDA-PA5-DG-R1,ZDA-PA5-DG-R1,Parts,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Polycarbonate,PA,Active,Accessory,ea,Z-ACCOR,,12.84,,,,245,,PA Series 59x35 Polycarbonate Sheet - Dark Gray,,"3mm Thick, With Pre-Drilled Holes",
