model_number,part_number,description,classification,series,canopy_color,frame_color,carrier_type,shipping_dims,carton_1_width,carton_1_depth,carton_1_height,product_weight_lb,pallet_weight_lb,total_product_pallet_weight_lb,location,inventory,ships_via,stock_status,warehouse_category,missing_fields,last_updated,source_file_name,source_sheet_name,source_row_number,record_key,match_key,source_classification,manual_classification,review_needed,review_notes,item_type,series_code,source_status,department,unit,oem,brand,cost,gross_weight_lb,cubic_feet,pallet_size,retail,q3_2025_retail,specs,pictures,notes,notes2
ZDA-PA5-FS-R1,ZDA-PA5-FS-R1,PA Series 59X35 Polycarbonate Sheet - Frosted,Parts,Polycarbonate Aluminum,FROST,,UPS / USPS / FedEx,,,,,,,0,,2,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,495,ZDA-PA5-FS-R1,ZDA-PA5-FS-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Polycarbonate,PA,Active,Accessory,ea,Z-ACCOR,,12.84,,0,,245,,PA Series 59x35 Polycarbonate Sheet - FROSTED,,"3mm Thick, With Pre-Drilled Holes","3mm Thick, With Pre-Drilled Holes"
,ZDA-PA5-LG-R1,PA Series 59x35 Polycarbonate Sheet - Light Gray,Parts,Polycarbonate Aluminum,TINTED,,,,,,,,,,,,,Review Needed,Parts,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,496,ZDA-PA5-LG-R1,ZDA-PA5-LG-R1,Parts,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Polycarbonate,PA,Active,Accessory,ea,Z-ACCOR,,12.84,,,,245,,PA Series 59x35 Polycarbonate Sheet - Light Gray,,"3mm Thick, With Pre-Drilled Holes",
ZDA-PA5-TG-R1,ZDA-PA5-TG-R1,PA Series 59X35 Polycarbonate Sheet - Tinted Gray,Parts,Polycarbonate Aluminum,TINTED,,UPS / USPS / FedEx,,,,,,,0,,1,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,497,ZDA-PA5-TG-R1,ZDA-PA5-TG-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Polycarbonate,PA,Active,Accessory,ea,Z-ACCOR,,37.44,,0,,245,,PA Series 59x35 Polycarbonate Sheet - TINTED Gray,,"3mm Thick, With Pre-Drilled Holes","3mm Thick, With Pre-Drilled Holes"
ZDA-PA7-CL-R1,ZDA-PA7-CL-R1,PA Series 79X35 Polycarbonate Sheet - Clear,Parts,Polycarbonate Aluminum,CLeaR,,UPS / USPS / FedEx,,,,,,,0,,1,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,498,ZDA-PA7-CL-R1,ZDA-PA7-CL-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Polycarbonate,PA,Active,Accessory,ea,Z-ACCOR,,2.68,,0,,275,,PA Series 79x35 Polycarbonate Sheet - CLeaR,,"3mm Thick, With Pre-Drilled Holes","3mm Thick, With Pre-Drilled Holes"
ZDA-PA9-CL-R1,ZDA-PA9-CL-R1,PA Series 94X35 Polycarbonate Sheet - Clear,Parts,Polycarbonate Aluminum,CLeaR,,UPS / USPS / FedEx,,,,,,,0,,2,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,499,ZDA-PA9-CL-R1,ZDA-PA9-CL-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Polycarbonate,PA,Active,Accessory,ea,Z-ACCOR,,1.61,,0,,389,,PA Series 94x35 Polycarbonate Sheet - CLeaR,,"3mm Thick, With Pre-Drilled Holes","3mm Thick, With Pre-Drilled Holes"
,ZDA-PA9-TG-R1,PA Series 94x35 Polycarbonate Sheet - Tinted Gray,Parts,Polycarbonate Aluminum,Tinted-Gray,,,,,,,,,,,,,Review Needed,Parts,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,500,ZDA-PA9-TG-R1,ZDA-PA9-TG-R1,Parts,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Polycarbonate,PA,Active,Accessory,ea,Z-ACCOR,,251.45,,,,389,,PA Series 94x35 Polycarbonate Sheet - Tinted Gray,,"3mm Thick, With Pre-Drilled Holes",
ZDA-PFB-CG,ZDA-PFB-CG,PS Series PArallel Frame Bar,Parts,Polycarbonate Steel,CHGRY,,UPS / USPS / FedEx,,,,,,,0,,6,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,501,ZDA-PFB-CG,ZDA-PFB-CG,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bar,PS,Active,Accessory,ea,Z-ACCOR,,,,0,,30,,PS Series Parallel Frame Bar,,Aluminum 6063-T5,Aluminum 6063-T5
ZDA-PN4-CL-R1,ZDA-PN4-CL-R1,PN Series 47X31 Polycarbonate Sheet - Clear,Parts,Polycarbonate Nylon,CLeaR,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,502,ZDA-PN4-CL-R1,ZDA-PN4-CL-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Polycarbonate,PN,Active,Accessory,ea,Z-ACCOR,,251.45,,0,,235,,PN Series 47x31 Polycarbonate Sheet - CLeaR,,3mm Thick,3mm Thick
ZDA-PN5-CL-R1,ZDA-PN5-CL-R1,PN Series 55X31 Polycarbonate Sheet - Clear,Parts,Polycarbonate Nylon,CLeaR,,UPS / USPS / FedEx,,,,,,,0,,2,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,503,ZDA-PN5-CL-R1,ZDA-PN5-CL-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Polycarbonate,PN,Active,Accessory,ea,Z-ACCOR,,,,0,,245,,PN Series 55x31 Polycarbonate Sheet - CLeaR,,3mm Thick,3mm Thick
ZDA-PS7-TG-R1,ZDA-PS7-TG-R1,PS Series 39X17 Polycarbonate Sheet - Tinted Gray,Parts,Polycarbonate Steel,Tinted-Gray,,UPS / USPS / FedEx,,,,,,,0,,8,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,504,ZDA-PS7-TG-R1,ZDA-PS7-TG-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Polycarbonate,PS,Active,Accessory,ea,Z-ACCOR,,,,0,,64,,PS Series 39x17 Polycarbonate Sheet - TINTED Gray,,"3mm Thick, 100% Bayer Material, UV Protection","3mm Thick, 100% Bayer Material, UV Protection"
ZDA-PS9-TG-R1,ZDA-PS9-TG-R1,PS Series 47X17 Polycarbonate Sheet - Tinted Gray,Parts,Polycarbonate Steel,Tinted-Gray,,UPS / USPS / FedEx,,,,,,,0,,8,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,505,ZDA-PS9-TG-R1,ZDA-PS9-TG-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Polycarbonate,PS,Active,Accessory,ea,Z-ACCOR,,251.45,,0,,79,,PS Series 47x17 Polycarbonate Sheet - TINTED Gray,,"3mm Thick, 100% Bayer Material, UV Protection","3mm Thick, 100% Bayer Material, UV Protection"
ZDA-PSB-CG,ZDA-PSB-CG,PS Series Steel Bracket,Parts,Polycarbonate Steel,CHGRY,,UPS / USPS / FedEx,,,,,,,0,,13,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,506,ZDA-PSB-CG,ZDA-PSB-CG,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bracket,PS,Active,Accessory,ea,Z-ACCOR,,262.15,,0,,40,,PS Series Steel Bracket,,Die-Cut Galvanized Steel,Die-Cut Galvanized Steel
ZDA-RSG-L7,ZDA-RSG-L7,PS Series Rubber Seal & Gasket (Long) For 79-Inch,Parts,Polycarbonate Steel,BLACK,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,507,ZDA-RSG-L7,ZDA-RSG-L7,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Rubber,PS,Active,Accessory,ea,Z-ACCOR,,,,0,,10,,PS Series Rubber Seal/Gasket (Long) for 79-inch,,"Cut to Size, EPDM Rubber","Cut to Size, EPDM Rubber"
ZDA-RSG-L9,ZDA-RSG-L9,PS Series Rubber Seal & Gasket (Long) For 94-Inch,Parts,Polycarbonate Steel,BLACK,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,508,ZDA-RSG-L9,ZDA-RSG-L9,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Rubber,PS,Active,Accessory,ea,Z-ACCOR,,262.15,,0,,10,,PS Series Rubber Seal/Gasket (Long) for 94-inch,,"Cut to Size, EPDM Rubber","Cut to Size, EPDM Rubber"
ZDA-RSG-S,ZDA-RSG-S,PS Series Rubber Seal & Gasket (Short),Parts,Polycarbonate Steel,BLACK,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,509,ZDA-RSG-S,ZDA-RSG-S,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Rubber,PS,Active,Accessory,ea,Z-ACCOR,,,,0,,6.5,,PS Series Rubber Seal/Gasket (Short),,"Cut to Size, EPDM Rubber","Cut to Size, EPDM Rubber"
ZDA-SF4-R1,ZDA-SF4-R1,PA Series 47in. Front & Rear Bar,Parts,Polycarbonate Aluminum,SILVER,,UPS / USPS / FedEx,,,,,,,0,,39,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,510,ZDA-SF4-R1,ZDA-SF4-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bar,PA,Active,Accessory,ea,Z-ACCOR,,262.15,,0,,44.5,,PA Series 47 inch Front/Rear Bar,,,
ZDA-SF5-R1,ZDA-SF5-R1,PA Series 59in. Front & Rear Bar,Parts,Polycarbonate Aluminum,SILVER,,UPS / USPS / FedEx,,,,,,,0,,31,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,511,ZDA-SF5-R1,ZDA-SF5-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bar,PA,Active,Accessory,ea,Z-ACCOR,,294.25,,0,,49.99,,PA Series 59 inch Front/Rear Bar,,,
ZDA-SF7-R1,ZDA-SF7-R1,PA Series 79in. Front & Rear Bar,Parts,Polycarbonate Aluminum,SILVER,,UPS / USPS / FedEx,,,,,,,0,,26,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,512,ZDA-SF7-R1,ZDA-SF7-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bar,PA,Active,Accessory,ea,Z-ACCOR,,416.23,,0,,69.99,,PA Series 79 inch Front/Rear Bar,,,
ZDA-SF9-R1,ZDA-SF9-R1,PA Series 94in. Front & Rear Bar,Parts,Polycarbonate Aluminum,SILVER,,UPS / USPS / FedEx,,,,,,,0,,21,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,513,ZDA-SF9-R1,ZDA-SF9-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bar,PA,Active,Accessory,ea,Z-ACCOR,,,,0,,79.99,,PA Series 94 inch Front/Rear Bar,,,
,ZDA-SFB-R1,PA Series Silver Fixing Front and Back Bar,Parts,Polycarbonate Aluminum,SLIVER,,,,,,,,,,,,,Review Needed,Parts,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,514,ZDA-SFB-R1,ZDA-SFB-R1,Parts,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Bar,PA,Active,Accessory,ea,Z-ACCOR,,32.1,,,,69.99,,PA Series Silver Fixing Front and Back Bar,,,
ZDA-SMB-R1-L,ZDA-SMB-R1-L,PA Series Bracket - Left,Parts,Polycarbonate Aluminum,SILVER,,UPS / USPS / FedEx,,,,,,0,0,,60,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,515,ZDA-SMB-R1-L,ZDA-SMB-R1-L,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Bracket,PA,Active,Accessory,ea,Z-ACCOR,,251.45,,0,,79.99,,PA Series Bracket - LEFT,,Wall Mount,Wall Mount
ZDA-SMB-R1-R,ZDA-SMB-R1-R,PA Series Bracket - Right,Parts,Polycarbonate Aluminum,SILVER,,UPS / USPS / FedEx,,,,,,0,0,,61,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,516,ZDA-SMB-R1-R,ZDA-SMB-R1-R,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Bracket,PA,Active,Accessory,ea,Z-ACCOR,,262.15,,0,,79.99,,PA Series Bracket - RIGHT,,Wall Mount,Wall Mount
ZDA-SRS-R1,ZDA-SRS-R1,PA & PN Series Polycarbonate Rubber Seal & Gasket,Parts,Polycarbonate Aluminum & Nylon,,,UPS / USPS / FedEx,,,,,,0,0,,,USPS | Common Carrier | Ground Advantage | Padded Envelope,Review Needed,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,517,ZDA-SRS-R1,ZDA-SRS-R1,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location, inventory",Hardware,PA,Active,Accessory,ea,Z-ACCOR,,58.85,,0,,12,,PA & PN Series Polycarbonate Rubber Seal/Gasket,https://www.dropbox.com/s/mx3xsg8jt02a6lh/ZDA-SRS-R1%2C%20PN%20Series%20Side%20Rubber%20Sealant.png?dl=0,"U-Shape, Cut to Size","U-Shape, Cut to Size"
ZDA-SSC-R1,ZDA-SSC-R1,PA Series Finishing Screw Cover & Cap - Silver,Parts,Polycarbonate Aluminum,SILVER,,UPS / USPS / FedEx,,,,,,0,0,,177,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,518,ZDA-SSC-R1,ZDA-SSC-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",End Cap,PA,Active,Accessory,ea,Z-ACCOR,,69.55,,0,,3.99,,PA Series Finishing Screw Cover/Cap - SILVER,,,
ZDA-SSS-R1,ZDA-SSS-R1,PA Series Polycarbonate Sheet Securing Screws Set,Parts,Polycarbonate Aluminum,SS,,UPS / USPS / FedEx,9 x 7 x 0.5,9,7,0.5,,,0,,17,Common Carrier | Ground Advantage | Small Padded Envelope,In Stock,Parts,frame_color; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,519,ZDA-SSS-R1,ZDA-SSS-R1,Parts,false,true,"Missing: frame_color, product_weight_lb, pallet_weight_lb, location",Hardware,PA,Active,Accessory,ea,Z-ACCOR,,42.8,,0,,5.75,,PA Series Polycarbonate Sheet Securing Screws Set,,"Includes Screw, Plastic Gaskets (2), Nut","Includes Screw, Plastic Gaskets (2), Nut"
ZDA-TIS-CG,ZDA-TIS-CG,PS Series T Insert w/ Headless Screws,Parts,Polycarbonate Steel,CHGRY,,UPS / USPS / FedEx,,,,,,,0,,22,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,520,ZDA-TIS-CG,ZDA-TIS-CG,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Hardware,PS,Active,Accessory,ea,Z-ACCOR,,10.7,,0,,12,,PS Series T Insert with Headless Screws,,Aluminum 6063-T5,Aluminum 6063-T5
ZDA-WB4-R1,ZDA-WB4-R1,PN Series 47in. Rear Bar - White,Parts,Polycarbonate Nylon,WHITE,,UPS / USPS / FedEx,,,,,,,0,,26,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,521,ZDA-WB4-R1,ZDA-WB4-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bar,PN,Active,Accessory,ea,Z-ACCOR,,10.7,,0,,44.5,,PN Series 47 inch Rear Bar - WHITE,,,
ZDA-WB5-R1,ZDA-WB5-R1,PN Series 55in. Rear Bar - White,Parts,Polycarbonate Nylon,WHITE,,UPS / USPS / FedEx,,,,,,,0,,26,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,522,ZDA-WB5-R1,ZDA-WB5-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bar,PN,Active,Accessory,ea,Z-ACCOR,,6.96,,0,,49.99,,PN Series 55 inch Rear Bar - WHITE,,,
ZDA-WEB-R1,ZDA-WEB-R1,"PA, PN & GA Series Wall Expansion Bolt Set",Parts,Polycarbonate Aluminum & Nylon & Steel,SS,,UPS / USPS / FedEx,,,,,,0,0,,4,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,523,ZDA-WEB-R1,ZDA-WEB-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Hardware,PN,Active,Accessory,ea,Z-ACCOR,,47.62,,0,,2.75,,"PA,PN & GA Series Wall Expansion Bolt Set",,"For Masonry Installs - Bolt Size: 3/8x3""","For Masonry Installs - Bolt Size: 3/8x3"""
ZDA-WEB-R2,ZDA-WEB-R2,"PA,PN & GA Series Wall Expansion Bolt Set",Parts,Polycarbonate Aluminum & Nylon & Steel,,,UPS / USPS / FedEx,7.5 x 10 x 0.5,7.5,10,0.5,,0,0,,-8,USPS | Common Carrier | Ground Advantage | Padded Envelope,Review Needed,Parts,canopy_color; frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,524,ZDA-WEB-R2,ZDA-WEB-R2,Parts,false,true,"Missing: canopy_color, frame_color, product_weight_lb, location",Hardware,PN,Active,Accessory,ea,Z-ACCOR,,53.49,,0,,2.75,,"PA,PN & GA Series Wall Expansion Bolt Set",,"For Masonry Installs - Bolt Size: 3/8x3""","For Masonry Installs - Bolt Size: 3/8x3"""
ZDA-WF4-R1,ZDA-WF4-R1,PN Series 47in. Front Bar - White,Parts,Polycarbonate Nylon,WHITE,,UPS / USPS / FedEx,,,,,,,0,,26,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,525,ZDA-WF4-R1,ZDA-WF4-R1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bar,PN,Active,Accessory,ea,Z-ACCOR,,74.89,,0,,44.5,,PN Series 47 inch Front Bar - WHITE,,,
